4.192644730210304260e-02,-4.395085852593183517e-03,2.051040157675743103e-02,2.400000000000000000e+01,0.000000000000000000e+00
1.509198427200317383e+00,-4.482987523078918457e-01,2.490548640489578247e-01,1.100000000000000000e+01,0.000000000000000000e+00
1.012778759002685547e+00,-1.318525820970535278e-01,-1.845936179161071777e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.661042094230651855e+00,-3.252363502979278564e-01,-3.794423937797546387e-01,1.900000000000000000e+01,4.104943573474884033e-01
2.152395248413085938e+00,-3.589320182800292969e-01,-7.178640365600585938e-01,9.000000000000000000e+00,4.104943573474884033e-01
2.031347751617431641e+00,-9.141778349876403809e-01,-9.903593063354492188e-01,7.000000000000000000e+00,4.104943573474884033e-01
1.973379850387573242e+00,-6.094518899917602539e-01,1.295085310935974121e+00,7.000000000000000000e+00,4.104943573474884033e-01
1.811777830123901367e+00,-6.768432259559631348e-01,-3.691872060298919678e-01,1.200000000000000000e+01,6.157415509223937988e-01
1.099547743797302246e+00,-8.262761235237121582e-01,1.721408605575561523e+00,1.000000000000000000e+01,6.157415509223937988e-01
2.036798238754272461e+00,-6.885634660720825195e-01,-4.819943904876708984e-01,1.000000000000000000e+01,6.157415509223937988e-01
2.399641275405883789e+00,-1.618856668472290039e+00,-9.522686004638671875e-01,9.000000000000000000e+00,-6.157415509223937988e-01
3.623617172241210938e+00,1.933837890625000000e+00,3.867675662040710449e-01,9.000000000000000000e+00,-6.157415509223937988e-01
3.705972433090209961e+00,1.977788686752319336e+00,3.955577611923217773e-01,9.000000000000000000e+00,-6.157415509223937988e-01
7.625030517578125000e+00,1.208648562431335449e+00,4.834594428539276123e-01,8.000000000000000000e+00,-6.157415509223937988e-01
7.347944259643554688e+00,2.691257476806640625e+00,2.446597814559936523e-01,9.000000000000000000e+00,-6.157415509223937988e-01
8.376760482788085938e+00,1.599811315536499023e+00,2.666352093219757080e-01,1.000000000000000000e+01,-6.157415509223937988e-01
8.490236282348632812e+00,1.078261017799377441e+00,1.078261017799377441e+00,1.100000000000000000e+01,-6.157415509223937988e-01
5.024257898330688477e-01,1.582230925559997559e-01,6.592628359794616699e-01,1.700000000000000000e+01,-4.104943573474884033e-01
1.221042990684509277e+00,-1.160302639007568359e+00,-1.054820567369461060e-01,1.300000000000000000e+01,-4.104943573474884033e-01
1.889425277709960938e+00,2.144802093505859375e+00,-8.936674892902374268e-02,2.500000000000000000e+01,-4.104943573474884033e-01
2.188915729522705078e+00,3.123440980911254883e+00,4.805293977260589600e-01,1.000000000000000000e+01,-4.104943573474884033e-01
2.694753885269165039e+00,3.058979511260986328e+00,1.274574846029281616e-01,1.200000000000000000e+01,-4.104943573474884033e-01
3.183674812316894531e+00,3.926276683807373047e+00,-3.729962825775146484e+00,9.000000000000000000e+00,-4.104943573474884033e-01
1.533143997192382812e+00,-4.614840149879455566e-01,3.589320182800292969e-01,1.200000000000000000e+01,-2.052471786737442017e-01
