4.117747023701667786e-02,-4.395085852593183517e-03,2.197542972862720490e-02,2.000000000000000000e+01,0.000000000000000000e+00
2.388928890228271484e+00,6.446126103401184082e-01,7.251892089843750000e-01,1.900000000000000000e+01,-4.104943573474884033e-01
3.266539335250854492e+00,-1.054820567369461060e-01,8.438564538955688477e-01,1.200000000000000000e+01,-4.104943573474884033e-01
3.996152877807617188e+00,-5.098299384117126465e-01,6.372874379158020020e-01,1.000000000000000000e+01,-4.104943573474884033e-01
4.665144443511962891e+00,4.395086169242858887e-01,1.465028673410415649e-01,9.000000000000000000e+00,-4.104943573474884033e-01
4.502867698669433594e+00,-1.494329094886779785e+00,5.977316498756408691e-01,9.000000000000000000e+00,-4.104943573474884033e-01
4.366919517517089844e+00,1.942627906799316406e+00,1.494329124689102173e-01,9.000000000000000000e+00,-4.104943573474884033e-01
5.241036415100097656e-01,-6.592628359794616699e-01,-5.274102836847305298e-02,1.100000000000000000e+01,-2.052471786737442017e-01
1.165871024131774902e+00,-8.629018068313598633e-01,-9.083177149295806885e-02,1.100000000000000000e+01,-2.052471786737442017e-01
2.098796606063842773e+00,1.218903779983520508e+00,2.285444587469100952e-01,9.000000000000000000e+00,-2.052471786737442017e-01
3.253783702850341797e+00,1.113421767950057983e-01,1.447448253631591797e+00,1.200000000000000000e+01,-2.052471786737442017e-01
4.604177951812744141e+00,1.699433177709579468e-01,-2.889036417007446289e+00,1.100000000000000000e+01,-2.052471786737442017e-01
